acousticness,loudness,music_genre
0.993,-25.972,Jazz
0.601,-10.707,Jazz
0.8109999999999999,-11.331,Jazz
0.845,-7.876,Jazz
0.532,-11.986,Jazz
0.96,-23.23,Jazz
0.58,-13.117,Jazz
0.594,-6.269,Jazz
0.271,-8.141,Jazz
0.2339999999999999,-13.666,Jazz
0.048,-5.675,Jazz
0.7509999999999999,-8.61,Jazz
0.987,-27.372,Jazz
0.76,-12.291,Jazz
0.22,-10.16,Jazz
0.895,-12.52,Jazz
0.138,-6.452000000000001,Jazz
0.601,-13.27,Jazz
0.953,-16.006,Jazz
0.809,-19.774,Jazz
0.355,-6.608,Jazz
0.00451,-6.085,Jazz
0.0435,-5.255,Jazz
0.967,-22.294,Jazz
0.6729999999999999,-6.107,Jazz
7.18e-06,-3.018,Jazz
0.0161,-8.921,Jazz
0.00477,-6.791,Jazz
0.405,-15.911,Jazz
0.92,-23.293000000000003,Jazz
0.00952,-3.487,Jazz
0.439,-7.933,Jazz
0.0813,-10.572,Jazz
0.0128,-11.447,Jazz
0.972,-21.753,Jazz
0.26,-6.313,Jazz
0.861,-16.235,Jazz
0.0409999999999999,-9.653,Jazz
0.0103,-6.141,Jazz
0.418,-11.314,Jazz
0.7340000000000001,-13.59,Jazz
0.0582,-7.374,Jazz
0.7979999999999999,-13.294,Jazz
0.161,-11.011,Jazz
0.563,-9.563,Jazz
0.975,-14.395,Jazz
0.397,-3.398,Jazz
0.912,-15.6,Jazz
0.0266,-5.778,Jazz
0.534,-9.848,Jazz
0.148,-7.016,Jazz
0.935,-12.522,Jazz
0.0602,-5.148,Jazz
0.442,-18.022,Jazz
0.241,-6.595,Jazz
0.2239999999999999,-6.928,Jazz
0.913,-20.551,Jazz
0.22,-6.238,Jazz
0.16,-7.492999999999999,Jazz
0.584,-16.362000000000002,Jazz
0.00533,-9.705,Jazz
0.421,-9.377,Jazz
0.6940000000000001,-18.864,Jazz
0.946,-10.973,Jazz
0.000838,-7.221,Jazz
0.0529,-15.501,Jazz
0.913,-20.538,Jazz
0.643,-12.366,Jazz
0.708,-11.130999999999998,Jazz
0.427,-8.16,Jazz
0.153,-7.732,Jazz
0.045,-11.412,Jazz
0.546,-10.842,Jazz
0.98,-18.245,Jazz
0.8320000000000001,-12.103,Jazz
0.916,-21.424,Jazz
0.486,-9.6,Jazz
0.898,-19.942,Jazz
0.765,-8.173,Jazz
0.223,-10.923,Jazz
0.942,-4.0360000000000005,Jazz
0.98,-26.768,Jazz
2.01e-06,-5.313,Jazz
0.736,-14.561,Jazz
0.276,-6.321000000000001,Jazz
0.0333,-9.836,Jazz
0.76,-12.257,Jazz
0.909,-12.705,Jazz
0.104,-7.763,Jazz
0.97,-16.842,Jazz
0.418,-12.167,Jazz
0.728,-10.488,Jazz
0.0111,-7.282999999999999,Jazz
0.747,-8.501,Jazz
0.182,-6.022,Jazz
0.241,-11.57,Jazz
0.8859999999999999,-11.719,Jazz
0.7140000000000001,-16.005,Jazz
0.0408,-7.704,Jazz
0.8290000000000001,-13.352,Jazz
0.271,-7.885,Jazz
0.7829999999999999,-14.447,Jazz
0.287,-10.849,Jazz
0.865,-17.192999999999998,Jazz
0.205,-9.984,Jazz
0.0022,-8.956,Jazz
0.988,-17.767,Jazz
0.59,-10.5,Jazz
0.623,-18.402,Jazz
0.446,-7.756,Jazz
0.901,-14.442,Jazz
0.753,-15.634,Jazz
0.0223,-10.642,Jazz
0.212,-8.183,Jazz
0.0364,-9.76,Jazz
0.6779999999999999,-14.657,Jazz
0.107,-5.667000000000001,Jazz
0.929,-20.064,Jazz
0.104,-8.279,Jazz
0.861,-17.582,Jazz
0.8959999999999999,-15.171,Jazz
0.07,-8.097999999999999,Jazz
0.0033799999999999,-4.047,Jazz
0.917,-13.682,Jazz
0.513,-8.311,Jazz
0.00807,-7.95,Jazz
0.136,-11.252,Jazz
0.16,-7.624,Jazz
0.63,-8.737,Jazz
0.746,-10.943,Jazz
0.205,-8.628,Jazz
0.348,-8.256,Jazz
0.987,-12.963,Jazz
0.743,-16.207,Jazz
0.363,-13.653,Jazz
0.898,-15.005,Jazz
0.2019999999999999,-9.911,Jazz
0.91,-15.755,Jazz
0.633,-13.197,Jazz
0.3329999999999999,-4.999,Jazz
0.477,-9.537,Jazz
0.472,-8.437999999999999,Jazz
0.528,-25.493,Jazz
0.451,-10.259,Jazz
0.769,-10.991,Jazz
0.0107,-12.609000000000002,Jazz
0.7290000000000001,-18.243,Jazz
0.8290000000000001,-11.294,Jazz
0.0323,-13.175,Jazz
0.5670000000000001,-8.649,Jazz
0.00455,-4.011,Jazz
0.0362,-19.452,Jazz
0.662,-11.604,Jazz
0.00246,-9.945,Jazz
0.792,-9.672,Jazz
0.711,-11.198,Jazz
0.000212,-6.296,Jazz
0.444,-12.487,Jazz
0.8340000000000001,-10.615,Jazz
0.0233,-10.145,Jazz
0.144,-15.775,Jazz
0.7170000000000001,-10.368,Jazz
0.0294,-6.002999999999999,Jazz
0.909,-14.499,Jazz
0.288,-3.926,Jazz
0.946,-24.901,Jazz
0.975,-13.544,Jazz
0.987,-19.501,Jazz
0.995,-27.13,Jazz
0.6779999999999999,-17.204,Jazz
0.976,-19.014,Jazz
0.0158,-6.461,Jazz
0.311,-11.263,Jazz
0.969,-10.684,Jazz
0.419,-9.52,Jazz
0.148,-8.927999999999999,Jazz
0.0545,-7.712999999999999,Jazz
0.7120000000000001,-16.005,Jazz
0.778,-7.565,Jazz
0.94,-30.447,Jazz
0.7879999999999999,-13.187,Jazz
0.68,-13.041,Jazz
0.828,-15.774,Jazz
0.669,-8.927999999999999,Jazz
0.7490000000000001,-5.652,Jazz
0.000535,-6.818,Jazz
0.0090599999999999,-9.051,Jazz
0.000413,-5.926,Jazz
8.21e-06,-6.86,Jazz
0.99,-20.844,Jazz
0.95,-12.601,Jazz
0.83,-18.43,Jazz
0.87,-8.096,Jazz
0.923,-17.702,Jazz
0.84,-15.211,Jazz
0.235,-14.739,Jazz
0.0884,-11.604,Jazz
0.789,-13.428,Jazz
0.76,-16.42,Jazz
0.00286,-7.254,Jazz
0.00761,-10.558,Jazz
0.478,-8.01,Jazz
0.426,-12.119000000000002,Jazz
0.821,-14.353,Jazz
0.913,-18.811,Jazz
0.962,-14.48,Jazz
0.204,-6.08,Jazz
0.1639999999999999,-4.331,Jazz
0.964,-23.3,Jazz
0.419,-13.302,Jazz
0.68,-15.417,Jazz
0.0861,-8.878,Jazz
0.941,-18.87,Jazz
0.0596,-7.492999999999999,Jazz
0.206,-6.545,Jazz
0.685,-11.959,Jazz
0.506,-21.212,Jazz
0.178,-13.697,Jazz
0.7659999999999999,-23.051,Jazz
0.804,-15.687,Jazz
0.407,-9.821,Jazz
0.148,-6.164,Jazz
0.000942,-9.649,Jazz
0.6759999999999999,-7.483,Jazz
0.1009999999999999,-8.646,Jazz
0.335,-13.118,Jazz
0.261,-8.833,Jazz
0.91,-7.605,Jazz
0.0849,-5.86,Jazz
0.983,-32.652,Jazz
0.374,-14.927,Jazz
0.843,-11.09,Jazz
0.114,-7.617000000000001,Jazz
0.0552,-3.389,Jazz
0.299,-10.925,Jazz
0.98,-20.837,Jazz
0.635,-12.291,Jazz
0.878,-17.215999999999998,Jazz
0.0988,-12.43,Jazz
0.482,-13.874,Jazz
0.114,-7.042999999999999,Jazz
0.985,-15.38,Jazz
0.595,-8.5,Jazz
0.83,-12.411,Jazz
0.8420000000000001,-20.82,Jazz
0.906,-11.777,Jazz
0.904,-13.79,Jazz
0.114,-10.669,Jazz
0.0452,-8.244,Jazz
0.795,-11.179,Jazz
0.213,-10.512,Jazz
0.4639999999999999,-6.766,Jazz
0.743,-19.838,Jazz
0.508,-9.119,Jazz
0.461,-10.281,Jazz
0.919,-19.831,Jazz
0.0177,-11.244000000000002,Jazz
0.866,-16.392,Jazz
0.6559999999999999,-14.125,Jazz
0.0778,-8.631,Jazz
0.897,-10.586,Jazz
0.985,-12.362,Jazz
0.966,-20.314,Jazz
0.537,-3.784,Jazz
0.0797,-16.087,Jazz
0.583,-6.471,Jazz
0.875,-16.453,Jazz
0.261,-7.88,Jazz
0.342,-13.880999999999998,Jazz
0.967,-9.929,Jazz
0.0476,-18.527,Jazz
0.132,-6.443,Jazz
0.975,-21.344,Jazz
0.838,-17.368,Jazz
0.233,-13.903,Jazz
0.971,-12.619000000000002,Jazz
0.8809999999999999,-12.906,Jazz
0.97,-22.341,Jazz
0.92,-19.021,Jazz
0.2769999999999999,-8.479,Jazz
0.6609999999999999,-10.319,Jazz
0.396,-11.626,Jazz
0.594,-12.64,Jazz
0.4539999999999999,-10.15,Jazz
0.617,-9.545,Jazz
0.952,-23.493,Jazz
0.00966,-8.35,Jazz
0.648,-14.905,Jazz
0.0175,-16.398,Jazz
0.976,-16.756,Jazz
0.314,-9.793,Jazz
0.6809999999999999,-11.803,Jazz
0.953,-17.975,Jazz
0.362,-11.95,Jazz
0.451,-4.435,Jazz
0.0471,-5.566,Jazz
0.977,-24.013,Jazz
0.937,-30.849,Jazz
0.982,-16.218,Jazz
0.292,-13.201,Jazz
0.37,-9.493,Jazz
0.0259,-4.186,Jazz
0.366,-10.823,Jazz
0.4529999999999999,-8.717,Jazz
0.238,-7.377000000000001,Jazz
0.485,-10.512,Jazz
0.3329999999999999,-15.092,Jazz
0.936,-14.059,Jazz
0.0952,-9.526,Jazz
0.987,-20.338,Jazz
0.316,-7.377999999999999,Jazz
0.879,-10.988,Jazz
0.153,-7.399,Jazz
0.0664,-4.073,Jazz
0.268,-8.043,Jazz
0.708,-12.492,Jazz
0.21,-9.433,Jazz
0.0634,-8.036,Jazz
0.87,-7.451,Jazz
0.205,-5.978,Jazz
0.0668,-9.894,Jazz
0.238,-6.582999999999999,Jazz
0.237,-12.651,Jazz
0.532,-7.081,Jazz
0.231,-19.806,Jazz
0.212,-6.98,Jazz
0.777,-10.823,Jazz
0.0535,-9.214,Jazz
0.8740000000000001,-15.385,Jazz
0.207,-10.404000000000002,Jazz
0.64,-8.111,Jazz
0.8859999999999999,-13.566,Jazz
0.155,-14.183,Jazz
0.737,-11.811,Jazz
0.1009999999999999,-8.573,Jazz
0.861,-19.541,Jazz
0.8909999999999999,-7.803999999999999,Jazz
0.61,-9.596,Jazz
0.222,-9.57,Jazz
0.987,-12.458,Jazz
0.4539999999999999,-11.824000000000002,Jazz
0.93,-15.507,Jazz
0.836,-12.014,Jazz
0.011,-7.152,Jazz
0.127,-9.936,Jazz
0.877,-8.571,Jazz
5.489999999999999e-05,-6.968,Jazz
0.99,-13.875,Jazz
0.16,-5.7410000000000005,Jazz
0.0969999999999999,-16.052,Jazz
0.228,-16.561,Jazz
0.473,-11.238,Jazz
0.965,-10.651,Jazz
0.373,-5.806,Jazz
0.411,-10.669,Jazz
0.941,-28.365,Jazz
0.1989999999999999,-5.318,Jazz
0.981,-19.501,Jazz
0.7,-11.634,Jazz
0.446,-11.946,Jazz
0.246,-11.525,Jazz
0.296,-8.443,Jazz
0.664,-8.187000000000001,Jazz
0.662,-11.18,Jazz
0.892,-10.199,Jazz
0.3,-7.136,Jazz
0.0344,-10.894,Jazz
0.186,-8.219,Jazz
0.294,-7.062,Jazz
0.853,-11.814,Jazz
0.452,-10.344,Jazz
0.186,-12.625,Jazz
0.8109999999999999,-9.846,Jazz
0.943,-25.848000000000003,Jazz
0.0662,-11.3,Jazz
0.861,-26.459,Jazz
0.442,-13.291,Jazz
0.344,-6.9510000000000005,Jazz
0.595,-4.595,Jazz
0.159,-10.217,Jazz
0.284,-7.999,Jazz
0.168,-13.614,Jazz
0.912,-6.757000000000001,Jazz
0.985,-13.890999999999998,Jazz
0.331,-13.48,Jazz
0.835,-13.975,Jazz
0.499,-9.87,Jazz
0.496,-10.418,Jazz
0.175,-7.53,Jazz
0.606,-7.43,Jazz
0.547,-11.609000000000002,Jazz
0.243,-11.416,Jazz
0.911,-17.926,Jazz
0.4479999999999999,-14.663,Jazz
0.821,-18.346,Jazz
0.258,-10.72,Jazz
0.011,-7.808,Jazz
0.514,-9.807,Jazz
0.177,-6.642,Jazz
0.611,-11.175,Jazz
0.584,-4.7330000000000005,Jazz
0.0297,-5.007,Jazz
0.102,-7.809,Jazz
0.907,-15.575,Jazz
0.958,-15.671,Jazz
0.0555,-9.152,Jazz
0.276,-3.274,Jazz
0.127,-13.173,Jazz
0.8640000000000001,-12.828,Jazz
0.27,-6.834,Jazz
0.0274,-4.526,Jazz
0.871,-6.897,Jazz
0.0817,-6.233,Jazz
0.968,-12.033,Jazz
0.6920000000000001,-14.656,Jazz
0.0622,-8.186,Jazz
0.213,-5.104,Jazz
0.135,-6.125,Jazz
0.607,-5.4110000000000005,Jazz
0.634,-8.007,Jazz
0.0443,-8.183,Jazz
0.142,-7.772,Jazz
0.365,-5.693,Jazz
0.525,-11.158,Jazz
0.434,-10.775,Jazz
0.968,-16.557000000000002,Jazz
0.326,-13.571,Jazz
0.708,-10.147,Jazz
0.787,-11.247,Jazz
0.0639,-10.358,Jazz
0.0907,-14.896,Jazz
0.805,-7.209,Jazz
0.177,-7.423999999999999,Jazz
0.941,-13.781,Jazz
0.3339999999999999,-13.655,Jazz
0.659,-10.822,Jazz
0.622,-8.914,Jazz
0.213,-7.967,Jazz
0.937,-17.528,Jazz
0.945,-14.207,Jazz
0.536,-10.026,Jazz
0.6779999999999999,-18.152,Jazz
0.0145,-8.041,Jazz
0.909,-18.109,Jazz
0.0105,-11.307,Jazz
0.0124,-7.067,Jazz
0.278,-10.571,Jazz
0.268,-8.988999999999999,Jazz
0.976,-13.067,Jazz
0.6659999999999999,-16.819000000000003,Jazz
0.985,-22.813,Jazz
0.037,-7.331,Jazz
0.949,-10.495,Jazz
0.258,-16.45,Jazz
0.841,-13.745,Jazz
0.302,-10.241,Jazz
0.812,-12.533,Jazz
0.4629999999999999,-12.847,Jazz
0.966,-8.387,Jazz
0.507,-10.712,Jazz
0.0605,-10.265999999999998,Jazz
0.8190000000000001,-11.084,Jazz
0.124,-6.666,Jazz
0.0469,-8.019,Jazz
0.674,-15.915,Jazz
0.132,-7.185,Jazz
0.161,-6.44,Jazz
0.44,-7.565,Jazz
0.1989999999999999,-3.762,Jazz
0.363,-8.005,Jazz
0.5920000000000001,-8.776,Jazz
0.613,-7.807,Jazz
0.0777,-9.168,Jazz
0.591,-7.923999999999999,Jazz
0.0139999999999999,-7.146,Jazz
0.764,-9.245,Jazz
0.977,-22.897,Jazz
0.841,-9.626,Jazz
0.173,-6.547000000000001,Jazz
0.281,-6.279,Jazz
0.172,-5.678,Jazz
0.261,-9.117,Jazz
0.888,-14.776,Jazz
0.7859999999999999,-8.42,Jazz
0.268,-9.175,Jazz
0.184,-8.565,Jazz
0.893,-13.759,Jazz
0.281,-10.826,Jazz
0.000871,-2.893,Jazz
0.0002529999999999,-8.828,Jazz
0.87,-14.152,Jazz
0.772,-9.887,Jazz
0.1939999999999999,-7.159,Jazz
0.922,-15.628,Jazz
0.0364,-10.885,Jazz
0.0519,-10.699000000000002,Jazz
0.6829999999999999,-13.425999999999998,Jazz
0.628,-7.093,Jazz
0.96,-13.116,Jazz
0.0499,-14.692,Jazz
0.647,-5.586,Jazz
0.755,-12.529000000000002,Jazz
0.759,-12.47,Jazz
0.9,-26.565,Jazz
0.8009999999999999,-9.771,Jazz
0.85,-18.97,Jazz
0.0401,-10.484000000000002,Jazz
0.0915,-8.956,Jazz
0.732,-14.637,Jazz
3.12e-05,-6.952999999999999,Jazz
0.7609999999999999,-7.249,Jazz
0.46,-6.497999999999999,Jazz
0.00809,-9.926,Jazz
0.2689999999999999,-8.968,Jazz
0.795,-16.13,Jazz
0.00229,-5.214,Jazz
0.00015,-6.013999999999999,Jazz
0.114,-9.386,Jazz
0.937,-21.176,Jazz
0.718,-11.214,Jazz
0.6579999999999999,-9.894,Jazz
0.0394,-6.66,Jazz
0.0162,-7.063,Jazz
2.49e-05,-6.747999999999999,Jazz
0.0635,-13.618,Jazz
0.63,-13.341,Jazz
0.939,-10.12,Jazz
0.106,-13.33,Jazz
6.02e-05,-6.767,Jazz
0.935,-14.982,Jazz
0.265,-4.231,Jazz
0.0017399999999999,-13.058,Jazz
0.887,-10.869000000000002,Jazz
0.0099,-8.097000000000001,Jazz
0.0853,-10.388,Jazz
0.626,-8.979,Jazz
0.248,-10.231,Jazz
0.813,-12.432,Jazz
0.264,-7.064,Jazz
0.659,-8.623,Jazz
0.7340000000000001,-14.064,Jazz
0.477,-9.81,Jazz
0.208,-8.375,Jazz
0.00207,-7.915,Jazz
0.909,-10.42,Jazz
0.972,-23.018,Jazz
0.155,-14.901,Jazz
0.493,-6.601,Jazz
0.0184,-9.391,Jazz
0.131,-6.915,Jazz
0.05,-7.88,Jazz
0.0712,-7.178,Jazz
0.483,-12.644,Jazz
0.897,-24.896,Jazz
0.1889999999999999,-10.356,Jazz
0.8959999999999999,-18.008,Jazz
0.413,-12.329,Jazz
0.971,-20.965,Jazz
0.906,-18.148,Jazz
0.247,-8.452,Jazz
0.716,-16.713,Jazz
0.525,-10.536,Jazz
0.941,-19.721,Jazz
0.708,-11.497,Jazz
0.855,-17.837,Jazz
0.737,-9.117,Jazz
0.921,-23.905,Jazz
0.4539999999999999,-9.03,Jazz
0.6,-17.238,Jazz
0.344,-8.759,Jazz
0.7490000000000001,-8.182,Jazz
0.8809999999999999,-14.219,Jazz
0.581,-6.511,Jazz
0.2,-3.663,Jazz
0.8390000000000001,-12.834,Jazz
0.929,-11.255999999999998,Jazz
0.7140000000000001,-14.708,Jazz
0.994,-18.135,Jazz
0.78,-8.485,Jazz
0.106,-11.708,Jazz
0.01,-5.0680000000000005,Jazz
0.703,-4.699,Jazz
0.000145,-3.82,Jazz
0.303,-7.187,Jazz
0.6709999999999999,-12.625,Jazz
2.98e-05,-6.417000000000001,Jazz
0.84,-11.315,Jazz
0.00605,-8.443999999999999,Jazz
0.853,-8.4,Jazz
0.8190000000000001,-6.1770000000000005,Jazz
0.125,-9.149,Jazz
0.596,-6.371,Jazz
0.984,-21.491,Jazz
0.357,-12.382,Jazz
0.8440000000000001,-13.553,Jazz
0.148,-5.892,Jazz
0.417,-7.957999999999999,Jazz
0.00477,-10.390999999999998,Jazz
0.875,-10.699000000000002,Jazz
0.4579999999999999,-12.185,Jazz
0.7809999999999999,-15.262,Jazz
0.152,-11.202,Jazz
0.505,-4.675,Jazz
0.0888,-8.982000000000001,Jazz
0.0604,-10.433,Jazz
0.3779999999999999,-3.544,Jazz
0.168,-9.88,Jazz
0.684,-8.792,Jazz
0.0643,-8.453,Jazz
0.0094,-15.177,Jazz
0.919,-16.768,Jazz
0.706,-14.071,Jazz
0.0988,-4.119,Jazz
0.555,-4.845,Jazz
0.0979,-7.278,Jazz
0.6940000000000001,-7.194,Jazz
0.114,-5.25,Jazz
0.096,-7.505,Jazz
0.0166,-5.327000000000001,Jazz
0.3339999999999999,-7.673999999999999,Jazz
0.865,-14.548,Jazz
0.015,-10.241,Jazz
0.07,-7.923999999999999,Jazz
0.0903,-8.145,Jazz
0.866,-13.518,Jazz
0.73,-10.579,Jazz
0.552,-19.202,Jazz
0.589,-10.157,Jazz
0.106,-12.380999999999998,Jazz
0.0455,-7.213999999999999,Jazz
0.916,-19.576,Jazz
2.9600000000000005e-05,-6.292999999999999,Jazz
0.961,-14.044,Jazz
0.0573,-6.912999999999999,Jazz
0.1009999999999999,-8.435,Jazz
0.865,-15.706,Jazz
0.235,-10.612,Jazz
0.5529999999999999,-10.382,Jazz
0.0158,-9.315,Jazz
0.7979999999999999,-5.361000000000001,Jazz
0.7659999999999999,-14.563,Jazz
0.0279,-9.768,Jazz
0.0464,-8.468,Jazz
0.917,-16.903,Jazz
0.518,-11.675999999999998,Jazz
0.875,-16.939,Jazz
0.16,-7.896,Jazz
0.713,-9.669,Jazz
0.45,-7.818,Jazz
0.888,-12.031,Jazz
0.236,-11.404000000000002,Jazz
0.992,-13.255,Jazz
0.246,-7.332000000000001,Jazz
0.773,-16.798,Jazz
0.993,-14.388,Jazz
0.731,-11.895,Jazz
0.134,-9.98,Jazz
0.913,-18.836,Jazz
0.978,-14.906,Jazz
0.848,-12.611,Jazz
0.8059999999999999,-9.736,Jazz
0.271,-10.572,Jazz
0.4539999999999999,-14.061,Jazz
0.9,-14.713,Jazz
0.0246,-7.157,Jazz
0.721,-10.296,Jazz
0.124,-6.732,Jazz
0.446,-13.272,Jazz
0.637,-16.68,Jazz
0.46,-10.336,Jazz
0.297,-9.988,Jazz
0.6890000000000001,-23.384,Jazz
0.173,-10.646,Jazz
0.5489999999999999,-13.479,Jazz
0.128,-16.535,Jazz
0.3329999999999999,-6.426,Jazz
0.8909999999999999,-15.87,Jazz
0.0454,-5.882999999999999,Jazz
0.975,-16.524,Jazz
0.939,-11.658,Jazz
0.898,-10.272,Jazz
0.019,-7.419,Jazz
0.7659999999999999,-6.627000000000001,Jazz
0.1969999999999999,-10.627,Jazz
0.485,-13.144,Jazz
0.253,-13.683,Jazz
0.105,-9.898,Jazz
0.994,-16.6,Jazz
7.59e-05,-6.996,Jazz
0.0125,-9.637,Jazz
0.7829999999999999,-8.922,Jazz
0.895,-19.449,Jazz
0.203,-9.501,Jazz
0.296,-5.783,Jazz
0.96,-17.623,Jazz
0.889,-19.803,Jazz
0.605,-12.054,Jazz
0.246,-5.494,Jazz
0.482,-5.444,Jazz
0.654,-10.662,Jazz
0.239,-6.711,Jazz
0.985,-19.935,Jazz
0.907,-10.888,Jazz
0.889,-16.075,Jazz
0.862,-11.005999999999998,Jazz
0.19,-5.811,Jazz
0.283,-16.213,Jazz
0.262,-9.012,Jazz
0.823,-13.505,Jazz
0.3,-13.001,Jazz
0.0067,-4.671,Jazz
0.5820000000000001,-8.674,Jazz
0.215,-10.819,Jazz
0.542,-12.047,Jazz
0.359,-7.127000000000001,Jazz
0.61,-8.509,Jazz
0.54,-6.339,Jazz
0.959,-15.171,Jazz
0.376,-4.87,Jazz
0.3939999999999999,-7.507000000000001,Jazz
0.875,-11.567,Jazz
0.000372,-5.332999999999999,Jazz
0.723,-4.7010000000000005,Jazz
0.575,-10.863,Jazz
0.138,-5.884,Jazz
0.00474,-7.449,Jazz
0.233,-8.0,Jazz
0.905,-10.651,Jazz
0.952,-26.111,Jazz
0.457,-9.513,Jazz
0.467,-14.787,Jazz
0.52,-10.538,Jazz
0.932,-15.336,Jazz
0.946,-20.843000000000004,Jazz
0.125,-8.037,Jazz
0.986,-12.063,Jazz
0.625,-2.651,Jazz
0.206,-12.550999999999998,Jazz
0.992,-18.909,Jazz
0.847,-9.244,Jazz
0.481,-10.433,Jazz
0.847,-10.193,Jazz
0.0477,-9.051,Jazz
0.6779999999999999,-9.703,Jazz
0.5479999999999999,-10.691,Jazz
0.446,-9.839,Jazz
0.942,-15.630999999999998,Jazz
0.943,-11.191,Jazz
0.221,-7.975,Jazz
0.705,-9.848,Jazz
0.974,-24.112,Jazz
0.708,-6.372999999999999,Jazz
0.823,-16.457,Jazz
0.1369999999999999,-8.681000000000001,Jazz
0.6629999999999999,-7.811,Jazz
0.885,-15.396,Jazz
0.109,-7.17,Jazz
0.125,-17.104,Jazz
0.302,-12.507,Jazz
0.92,-12.115,Jazz
0.163,-7.717,Jazz
0.161,-10.372,Jazz
0.0068,-7.701,Jazz
0.488,-10.9,Jazz
0.693,-13.204,Jazz
0.804,-10.640999999999998,Jazz
0.921,-13.421,Jazz
0.83,-17.488,Jazz
0.8320000000000001,-12.482,Jazz
0.305,-7.73,Jazz
0.957,-13.701,Jazz
0.273,-6.303,Jazz
0.0296,-10.165,Jazz
0.1369999999999999,-10.433,Jazz
0.1889999999999999,-13.907,Jazz
0.816,-8.933,Jazz
0.726,-9.405,Jazz
0.186,-8.665,Jazz
0.993,-14.458,Jazz
0.777,-8.979,Jazz
0.626,-6.71,Jazz
0.89,-9.074,Jazz
0.4039999999999999,-6.65,Jazz
0.0423,-7.451,Jazz
0.624,-9.831,Jazz
0.984,-22.733,Jazz
0.958,-9.966,Jazz
0.992,-16.777,Jazz
0.7829999999999999,-13.322,Jazz
0.7979999999999999,-17.787,Jazz
0.8809999999999999,-16.245,Jazz
0.992,-22.572,Jazz
0.78,-15.147,Jazz
0.5489999999999999,-11.434,Jazz
0.6559999999999999,-8.791,Jazz
0.421,-12.02,Jazz
0.515,-10.773,Jazz
0.972,-17.066,Jazz
0.74,-9.408,Jazz
0.78,-15.371,Jazz
0.794,-10.711,Jazz
0.991,-27.599,Jazz
0.957,-12.196,Jazz
0.684,-4.919,Jazz
0.0273,-9.632,Jazz
0.889,-12.815,Jazz
0.56,-15.49,Jazz
0.6579999999999999,-17.795,Jazz
0.4629999999999999,-9.776,Jazz
0.223,-14.1,Jazz
0.983,-10.243,Jazz
0.0306,-5.696000000000001,Jazz
0.901,-15.248,Jazz
0.203,-17.961,Jazz
0.0141,-8.936,Jazz
0.0868,-9.299,Jazz
0.391,-12.592,Jazz
0.687,-11.527,Jazz
0.0958,-12.145,Jazz
0.377,-9.344,Jazz
0.28,-10.96,Jazz
0.956,-23.976,Jazz
0.0441,-5.604,Jazz
0.275,-8.895,Jazz
0.11,-8.424,Jazz
0.146,-17.225,Jazz
0.0806,-10.556,Jazz
0.6859999999999999,-6.862,Jazz
0.331,-5.712999999999999,Jazz
0.0011099999999999,-11.25,Jazz
0.828,-24.298,Jazz
0.0349,-6.23,Jazz
0.581,-10.550999999999998,Jazz
0.98,-12.595999999999998,Jazz
0.0235,-7.407999999999999,Jazz
0.838,-8.181000000000001,Jazz
0.6990000000000001,-19.215,Jazz
0.209,-10.226,Jazz
0.00044,-3.047,Jazz
0.6809999999999999,-13.207,Jazz
0.0741,-8.836,Jazz
0.983,-12.643,Jazz
0.0691,-11.219,Jazz
0.0951,-5.718999999999999,Jazz
0.304,-9.781,Jazz
0.0528,-7.112,Jazz
0.0242,-10.053,Jazz
0.8140000000000001,-13.69,Jazz
0.267,-9.079,Jazz
0.8490000000000001,-25.22,Jazz
0.865,-13.694,Jazz
0.552,-9.927,Jazz
0.39,-8.07,Jazz
0.421,-8.316,Jazz
0.431,-9.097,Jazz
0.898,-11.186,Jazz
0.0547,-5.848,Jazz
0.818,-21.125,Jazz
0.993,-18.136,Jazz
0.0528,-19.604,Jazz
0.331,-7.102,Jazz
0.0867,-9.153,Jazz
0.614,-12.92,Jazz
0.00295,-6.282,Jazz
0.0578,-8.292,Jazz
0.113,-7.579,Jazz
0.75,-16.974,Jazz
0.302,-9.354,Jazz
0.883,-12.125,Jazz
0.892,-9.236,Jazz
0.00892,-5.897,Jazz
0.149,-5.341,Jazz
0.62,-9.723,Jazz
0.665,-11.813,Jazz
0.967,-14.707,Jazz
0.353,-11.622,Jazz
0.392,-7.991,Jazz
0.956,-9.949,Jazz
0.792,-12.502,Jazz
0.7390000000000001,-21.41,Jazz
0.616,-18.212,Jazz
0.0653,-8.574,Jazz
0.664,-11.015999999999998,Jazz
0.00646,-6.384,Jazz
0.728,-11.343,Jazz
0.569,-6.172000000000001,Jazz
0.77,-8.493,Jazz
0.609,-10.274,Jazz
0.427,-13.901,Jazz
0.976,-14.455,Jazz
0.471,-9.423,Jazz
0.933,-9.692,Jazz
0.523,-6.231,Jazz
0.258,-8.878,Jazz
0.871,-18.732,Jazz
0.579,-9.297,Jazz
0.972,-16.842,Jazz
0.259,-11.293,Jazz
0.2269999999999999,-8.526,Jazz
0.135,-7.496,Jazz
0.989,-15.305,Jazz
0.946,-13.195,Jazz
0.728,-14.219,Jazz
0.652,-13.246,Jazz
0.715,-1.692,Jazz
0.0945,-8.686,Jazz
0.4679999999999999,-6.825,Jazz
0.409,-9.935,Jazz
0.158,-5.362,Jazz
0.693,-13.606,Jazz
0.0909,-13.307,Jazz
0.8370000000000001,-16.949,Jazz
