popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
41.0,0.932,0.482,-1.0,0.326,0.0,0.0,0.11,-10.664,1.0,0.0382,116.315,0.479,Jazz
43.0,0.69,0.718,-1.0,0.6970000000000001,0.754,2.0,0.0916,-7.487,0.0,0.036,112.896,0.9,Jazz
37.0,0.0932,0.518,157624.0,0.868,3.78e-05,9.0,0.1119999999999999,-6.497000000000001,0.0,0.2739999999999999,188.41299999999998,0.62,Jazz
44.0,0.141,0.623,120000.0,0.497,0.8759999999999999,4.0,0.128,-9.689,0.0,0.0609,87.845,0.968,Jazz
31.0,0.1369999999999999,0.6609999999999999,302293.0,0.504,0.945,2.0,0.0761,-10.116,0.0,0.0286,106.777,0.8420000000000001,Jazz
40.0,0.357,0.8079999999999999,270053.0,0.516,0.336,1.0,0.104,-10.182,0.0,0.3339999999999999,87.478,0.501,Jazz
32.0,0.0393,0.895,231200.0,0.379,0.632,10.0,0.111,-15.812,0.0,0.273,95.495,0.551,Jazz
42.0,0.00525,0.6890000000000001,326547.0,0.7390000000000001,0.128,10.0,0.38,-5.882000000000001,0.0,0.0412,107.98700000000001,0.752,Jazz
49.0,0.501,0.542,333533.0,0.581,0.0,7.0,0.129,-8.558,0.0,0.0502,146.063,0.452,Jazz
50.0,0.00265,0.703,331800.0,0.769,0.00141,0.0,0.0387,-7.319,1.0,0.0752,113.984,0.655,Jazz
39.0,0.5820000000000001,0.579,166067.0,0.1159999999999999,0.0556,9.0,0.0995,-16.017,1.0,0.0347,107.72,0.481,Jazz
47.0,0.968,0.639,204267.0,0.193,0.00162,3.0,0.111,-12.132,0.0,0.0621,95.139,0.405,Jazz
37.0,0.0841,0.563,209110.0,0.931,0.0,2.0,0.276,-3.12,0.0,0.0726,135.951,0.503,Jazz
51.0,0.00963,0.762,279880.0,0.74,0.0832,4.0,0.0774,-6.896,0.0,0.0356,115.02,0.376,Jazz
40.0,0.000241,0.377,335667.0,0.964,0.00211,10.0,0.131,-5.182,0.0,0.124,149.872,0.166,Jazz
33.0,0.41,0.622,276107.0,0.424,0.441,0.0,0.091,-11.361,1.0,0.0371,91.006,0.191,Jazz
49.0,0.926,0.303,279347.0,0.216,0.00213,1.0,0.158,-11.973,1.0,0.0301,109.665,0.109,Jazz
42.0,0.514,0.6509999999999999,239433.0,0.529,0.0187,7.0,0.738,-8.597999999999999,0.0,0.0357,114.99799999999999,0.154,Jazz
32.0,0.977,0.5529999999999999,215693.0,0.246,0.855,5.0,0.104,-14.47,1.0,0.0557,126.306,0.472,Jazz
43.0,0.381,0.8109999999999999,248227.0,0.861,0.00103,5.0,0.6609999999999999,-8.642999999999999,0.0,0.0411,127.956,0.866,Jazz
35.0,0.401,0.536,194067.0,0.288,0.00941,5.0,0.1009999999999999,-15.904000000000002,0.0,0.045,167.27599999999998,0.688,Jazz
33.0,0.522,0.364,278427.0,0.799,0.0,1.0,0.602,-10.667,1.0,0.246,134.31,0.4429999999999999,Jazz
37.0,0.00158,0.349,303147.0,0.956,0.00504,1.0,0.501,-6.332000000000001,1.0,0.0734,120.09200000000001,0.411,Jazz
37.0,0.346,0.7290000000000001,272507.0,0.4479999999999999,0.909,8.0,0.144,-8.155,0.0,0.177,179.99200000000002,0.5920000000000001,Jazz
40.0,0.00337,0.196,297933.0,0.597,0.858,9.0,0.1159999999999999,-7.192,1.0,0.0351,166.429,0.0351,Jazz
43.0,0.0014199999999999,0.795,490596.0,0.847,0.885,10.0,0.123,-9.164,0.0,0.0669,126.016,0.272,Jazz
33.0,0.626,0.69,-1.0,0.807,0.898,4.0,0.0974,-6.952000000000001,0.0,0.0923,93.98,0.603,Jazz
43.0,0.911,0.518,-1.0,0.0478,0.000741,7.0,0.113,-24.344,0.0,0.0404,98.34200000000001,0.281,Jazz
40.0,0.804,0.573,402013.0,0.271,0.8,6.0,0.0877,-16.137999999999998,1.0,0.0489,130.623,0.4639999999999999,Jazz
36.0,7.88e-06,0.5529999999999999,224869.0,0.7559999999999999,0.856,11.0,0.0699,-5.976,1.0,0.0341,115.06700000000001,0.331,Jazz
60.0,0.8079999999999999,0.54,307053.0,0.6809999999999999,0.0,4.0,0.162,-5.44,1.0,0.0508,88.385,0.794,Jazz
51.0,0.129,0.815,145334.0,0.462,0.0384,6.0,0.113,-11.514,0.0,0.0644,83.965,0.8079999999999999,Jazz
38.0,0.823,0.5479999999999999,168827.0,0.256,1.4e-05,3.0,0.1009999999999999,-14.527,1.0,0.0374,100.806,0.5479999999999999,Jazz
38.0,0.324,0.742,-1.0,0.6920000000000001,0.7879999999999999,5.0,0.18,-13.81,1.0,0.0813,86.965,0.6890000000000001,Jazz
36.0,0.228,0.609,215234.0,0.815,0.0,1.0,0.184,-7.122000000000001,1.0,0.322,94.03299999999999,0.657,Jazz
44.0,0.889,0.7070000000000001,192240.0,0.2789999999999999,0.3879999999999999,1.0,0.153,-12.738,1.0,0.14,146.2,0.516,Jazz
36.0,0.882,0.352,-1.0,0.0433,0.938,10.0,0.0985,-24.963,1.0,0.0309,66.54899999999999,0.0645,Jazz
37.0,0.432,0.616,296093.0,0.34,0.0593,7.0,0.1119999999999999,-11.831,1.0,0.0261,61.923,0.215,Jazz
38.0,0.562,0.428,156547.0,0.408,0.0,3.0,0.0482,-10.242,1.0,0.0413,125.90100000000001,0.695,Jazz
26.0,0.297,0.812,317493.0,0.7559999999999999,0.852,0.0,0.352,-8.267000000000001,1.0,0.0291,123.041,0.965,Jazz
40.0,0.313,0.612,330827.0,0.679,0.0014,5.0,0.0351,-5.636,0.0,0.0447,142.137,0.8420000000000001,Jazz
40.0,0.759,0.78,153067.0,0.594,0.84,9.0,0.108,-3.937,1.0,0.0448,118.74700000000001,0.7809999999999999,Jazz
34.0,0.8290000000000001,0.441,534787.0,0.281,0.894,5.0,0.68,-20.118,0.0,0.0516,116.551,0.444,Jazz
34.0,0.0762,0.67,216682.0,0.7909999999999999,0.0,10.0,0.228,-5.048,0.0,0.396,78.961,0.66,Jazz
33.0,0.888,0.634,159196.0,0.376,0.8959999999999999,4.0,0.0984,-10.897,0.0,0.0459,84.994,0.3989999999999999,Jazz
43.0,0.0858,0.902,218533.0,0.431,1.23e-06,6.0,0.053,-9.903,0.0,0.456,93.617,0.833,Jazz
31.0,0.713,0.3979999999999999,301867.0,0.527,0.934,4.0,0.119,-16.590999999999998,0.0,0.0297,118.50399999999999,0.353,Jazz
40.0,0.951,0.529,262493.0,0.384,0.914,9.0,0.187,-8.98,0.0,0.0378,92.652,0.7929999999999999,Jazz
38.0,0.418,0.5760000000000001,-1.0,0.728,0.031,7.0,0.106,-6.425,0.0,0.039,174.725,0.7609999999999999,Jazz
48.0,0.0773,0.701,408467.0,0.513,0.8809999999999999,7.0,0.113,-14.369000000000002,0.0,0.034,90.883,0.74,Jazz
50.0,0.32,0.601,229520.0,0.5579999999999999,0.375,4.0,0.0732,-8.353,0.0,0.0441,92.948,0.416,Jazz
42.0,0.1989999999999999,0.6970000000000001,311333.0,0.365,0.00162,8.0,0.0603,-10.979,1.0,0.0474,83.98100000000001,0.433,Jazz
2.0,0.8270000000000001,0.563,-1.0,0.677,1.26e-05,1.0,0.305,-9.531,1.0,0.5529999999999999,125.789,0.4479999999999999,Jazz
44.0,0.0947,0.625,255978.0,0.715,0.225,0.0,0.0812,-5.742999999999999,1.0,0.138,91.884,0.591,Jazz
43.0,0.0002379999999999,0.536,448235.0,0.922,0.496,11.0,0.122,-6.135,1.0,0.0465,107.007,0.431,Jazz
57.0,0.0964,0.6559999999999999,288480.0,0.662,0.000612,4.0,0.0853,-10.345999999999998,1.0,0.0493,114.61200000000001,0.7170000000000001,Jazz
42.0,0.3229999999999999,0.807,311142.0,0.506,0.7609999999999999,8.0,0.283,-10.902,1.0,0.0563,119.99799999999999,0.544,Jazz
39.0,0.923,0.648,311853.0,0.432,0.898,9.0,0.0946,-13.206,0.0,0.0404,138.966,0.519,Jazz
36.0,0.178,0.542,331253.0,0.88,0.8759999999999999,9.0,0.125,-6.966,0.0,0.0448,138.014,0.255,Jazz
47.0,0.967,0.304,195320.0,0.308,0.8440000000000001,5.0,0.102,-13.107,1.0,0.0362,87.095,0.186,Jazz
41.0,0.0993,0.723,340987.0,0.688,0.00347,1.0,0.102,-7.14,1.0,0.0303,127.008,0.684,Jazz
32.0,0.956,0.547,140840.0,0.151,0.000102,9.0,0.128,-15.735,0.0,0.0453,128.868,0.3879999999999999,Jazz
34.0,0.439,0.611,270827.0,0.835,0.447,10.0,0.0749,-5.12,1.0,0.0467,108.82799999999999,0.963,Jazz
42.0,0.67,0.6729999999999999,144000.0,0.415,0.963,0.0,0.235,-10.937,0.0,0.0351,140.433,0.496,Jazz
44.0,0.774,0.5479999999999999,289800.0,0.8490000000000001,3.03e-06,4.0,0.408,-7.287000000000001,0.0,0.457,71.081,0.585,Jazz
64.0,0.897,0.769,93635.0,0.2769999999999999,0.862,10.0,0.118,-8.375,1.0,0.095,80.95100000000001,0.6409999999999999,Jazz
46.0,0.409,0.578,263373.0,0.638,0.892,1.0,0.1119999999999999,-9.134,1.0,0.0596,92.542,0.757,Jazz
28.0,0.8909999999999999,0.521,392027.0,0.268,0.901,8.0,0.103,-17.378,1.0,0.0324,117.65,0.173,Jazz
38.0,0.000217,0.34,331680.0,0.868,0.861,1.0,0.161,-6.547999999999999,0.0,0.06,103.98299999999999,0.3279999999999999,Jazz
38.0,0.505,0.508,398760.0,0.779,0.298,2.0,0.0995,-9.032,0.0,0.0403,79.528,0.893,Jazz
44.0,0.487,0.805,176627.0,0.518,0.853,9.0,0.102,-12.802,1.0,0.0804,90.52,0.631,Jazz
43.0,0.0353,0.792,248346.0,0.777,0.0036299999999999,4.0,0.104,-6.424,0.0,0.218,146.02200000000002,0.805,Jazz
61.0,0.596,0.769,229805.0,0.924,0.0156,5.0,0.114,-5.263,0.0,0.051,123.98899999999999,0.88,Jazz
32.0,0.428,0.7120000000000001,321733.0,0.5529999999999999,0.0565,11.0,0.157,-10.262,0.0,0.0274,99.921,0.785,Jazz
35.0,0.000137,0.588,254333.0,0.862,0.813,11.0,0.131,-6.5520000000000005,0.0,0.0452,105.00200000000001,0.488,Jazz
40.0,0.375,0.586,332173.0,0.601,0.0355,7.0,0.0668,-10.586,1.0,0.0634,105.837,0.963,Jazz
30.0,0.447,0.754,243160.0,0.531,0.171,2.0,0.0887,-6.2170000000000005,1.0,0.045,100.96799999999999,0.507,Jazz
49.0,0.514,0.69,281547.0,0.684,0.0,5.0,0.105,-4.683,0.0,0.0492,89.916,0.976,Jazz
55.0,0.945,0.4639999999999999,254027.0,0.0059,0.904,1.0,0.139,-22.41,1.0,0.0608,95.18,0.297,Jazz
43.0,0.698,0.655,707253.0,0.441,4.51e-05,5.0,0.168,-10.355,0.0,0.0547,106.396,0.6679999999999999,Jazz
43.0,0.659,0.7859999999999999,240880.0,0.512,0.136,1.0,0.132,-9.069,1.0,0.0273,119.971,0.611,Jazz
1.0,0.00259,0.8170000000000001,133250.0,0.248,0.908,5.0,0.109,-10.205,0.0,0.0743,87.883,0.484,Jazz
41.0,0.544,0.669,223133.0,0.351,0.0,0.0,0.179,-12.919,1.0,0.1669999999999999,92.09700000000001,0.547,Jazz
49.0,0.0555,0.927,215267.0,0.427,0.000692,10.0,0.241,-8.304,0.0,0.391,95.23,0.652,Jazz
56.0,0.856,0.649,237800.0,0.3339999999999999,1.58e-05,11.0,0.216,-11.843,1.0,0.0451,88.79,0.412,Jazz
29.0,0.283,0.55,226613.0,0.605,0.4429999999999999,4.0,0.532,-6.156000000000001,0.0,0.033,130.03799999999998,0.4039999999999999,Jazz
61.0,0.7609999999999999,0.3829999999999999,447280.0,0.131,0.1939999999999999,7.0,0.0973,-17.764,1.0,0.033,98.60600000000001,0.1009999999999999,Jazz
31.0,0.315,0.7440000000000001,242333.0,0.445,0.252,2.0,0.262,-7.81,0.0,0.0427,138.542,0.632,Jazz
54.0,0.4479999999999999,0.8590000000000001,264152.0,0.684,1.15e-05,2.0,0.2019999999999999,-6.962000000000001,1.0,0.28,91.601,0.613,Jazz
73.0,0.727,0.477,286920.0,0.381,0.0,5.0,0.0615,-10.237,0.0,0.0342,121.568,0.3289999999999999,Jazz
34.0,0.000264,0.2269999999999999,598640.0,0.973,0.0105,1.0,0.141,-3.606,1.0,0.184,159.851,0.286,Jazz
32.0,0.322,0.659,199400.0,0.435,0.000607,9.0,0.407,-13.173,0.0,0.0547,128.674,0.848,Jazz
39.0,0.6859999999999999,0.406,133248.0,0.318,0.000197,9.0,0.0616,-13.163,1.0,0.031,144.52700000000002,0.0474,Jazz
42.0,0.345,0.789,210773.0,0.6759999999999999,0.0281,8.0,0.1119999999999999,-8.124,1.0,0.0344,91.01100000000001,0.8690000000000001,Jazz
44.0,0.4029999999999999,0.679,291973.0,0.95,0.0,0.0,0.0505,-2.645,0.0,0.0461,100.275,0.965,Jazz
60.0,0.902,0.569,237173.0,0.265,0.0015199999999999,0.0,0.094,-12.436,1.0,0.0269,74.235,0.424,Jazz
38.0,0.2,0.778,187595.0,0.6559999999999999,0.0,10.0,0.106,-5.545,0.0,0.243,87.958,0.725,Jazz
2.0,0.856,0.7290000000000001,59556.0,0.0261,0.977,10.0,0.113,-18.076,1.0,0.192,75.209,0.1,Jazz
29.0,0.86,0.5579999999999999,271836.0,0.359,2.85e-05,11.0,0.109,-9.561,0.0,0.0387,115.01100000000001,0.421,Jazz
42.0,0.967,0.593,87567.0,0.0796,0.83,3.0,0.109,-23.444000000000003,0.0,0.0413,74.961,0.614,Jazz
53.0,0.991,0.358,193867.0,0.452,0.8640000000000001,1.0,0.14,-13.02,1.0,0.0347,166.97299999999998,0.525,Jazz
38.0,0.477,0.3339999999999999,455933.0,0.519,0.909,2.0,0.11,-8.152000000000001,0.0,0.0319,170.40200000000002,0.397,Jazz
48.0,0.579,0.537,293733.0,0.23,0.203,4.0,0.12,-15.371,0.0,0.0351,79.84899999999999,0.371,Jazz
49.0,0.696,0.632,308933.0,0.41,0.00307,5.0,0.104,-12.129,0.0,0.0677,71.972,0.33,Jazz
24.0,0.565,0.647,186000.0,0.5379999999999999,0.7929999999999999,10.0,0.1639999999999999,-9.036,0.0,0.047,171.993,0.691,Jazz
35.0,0.7070000000000001,0.368,107773.0,0.24,0.0,3.0,0.0888,-8.767000000000001,1.0,0.0438,103.25,0.392,Jazz
38.0,0.652,0.785,158000.0,0.346,0.899,7.0,0.127,-11.729,0.0,0.391,82.024,0.92,Jazz
34.0,0.7959999999999999,0.64,223200.0,0.4,0.0162,10.0,0.1009999999999999,-18.148,0.0,0.0559,117.24799999999999,0.7509999999999999,Jazz
47.0,0.941,0.401,238573.0,0.131,6.02e-06,7.0,0.1119999999999999,-12.738,0.0,0.0427,173.27200000000002,0.144,Jazz
51.0,0.351,0.722,176000.0,0.585,0.867,5.0,0.111,-9.824,0.0,0.039,88.00200000000001,0.365,Jazz
38.0,0.0437,0.8340000000000001,238240.0,0.507,0.638,1.0,0.075,-10.562,1.0,0.069,92.03399999999999,0.856,Jazz
41.0,0.611,0.405,410720.0,0.176,0.15,8.0,0.0562,-15.245,1.0,0.0312,104.527,0.153,Jazz
37.0,0.1939999999999999,0.763,214355.0,0.871,0.00107,9.0,0.265,-6.332000000000001,0.0,0.0652,127.99799999999999,0.8490000000000001,Jazz
36.0,0.36,0.647,209587.0,0.425,0.0,11.0,0.105,-10.216,0.0,0.265,131.821,0.377,Jazz
41.0,0.989,0.273,312063.0,0.139,0.926,9.0,0.119,-15.384,0.0,0.0368,132.16899999999998,0.103,Jazz
35.0,0.63,0.638,73333.0,0.482,0.778,9.0,0.273,-14.656,0.0,0.0975,120.09899999999999,0.2289999999999999,Jazz
35.0,0.971,0.376,120400.0,0.152,9.87e-05,8.0,0.105,-18.377,1.0,0.0326,34.765,0.253,Jazz
47.0,0.149,0.7340000000000001,155518.0,0.583,0.521,6.0,0.0991,-11.065,1.0,0.0466,88.023,0.967,Jazz
40.0,0.606,0.447,343160.0,0.4,1.25e-05,3.0,0.103,-11.111,1.0,0.0277,86.271,0.3939999999999999,Jazz
37.0,0.528,0.408,-1.0,0.436,0.0995,4.0,0.198,-11.497,0.0,0.1639999999999999,76.868,0.0778,Jazz
35.0,0.0161,0.8009999999999999,212867.0,0.779,0.877,9.0,0.0923,-8.236,1.0,0.0458,110.96600000000001,0.273,Jazz
0.0,0.972,0.489,332973.0,0.0416,0.000159,10.0,0.126,-24.426,0.0,0.0469,109.516,0.119,Jazz
43.0,0.361,0.537,678200.0,0.414,0.00119,5.0,0.0683,-15.31,0.0,0.0554,110.82700000000001,0.57,Jazz
68.0,0.7659999999999999,0.24,151933.0,0.598,0.0,7.0,0.1169999999999999,-8.435,1.0,0.037,202.082,0.7759999999999999,Jazz
31.0,0.527,0.618,345973.0,0.537,0.509,4.0,0.104,-8.245,0.0,0.0421,137.773,0.412,Jazz
44.0,0.0164,0.7120000000000001,190907.0,0.8140000000000001,0.853,7.0,0.0508,-6.1,1.0,0.0718,97.538,0.645,Jazz
41.0,0.154,0.366,292107.0,0.649,0.941,7.0,0.2019999999999999,-9.374,1.0,0.0357,116.25200000000001,0.481,Jazz
53.0,0.0442,0.758,326240.0,0.455,0.493,4.0,0.11,-9.199,0.0,0.12,129.976,0.183,Jazz
42.0,0.677,0.7859999999999999,195067.0,0.525,0.0045899999999999,4.0,0.603,-10.435,1.0,0.2019999999999999,84.008,0.555,Jazz
38.0,0.845,0.515,313560.0,0.519,0.696,7.0,0.102,-9.631,1.0,0.0391,128.346,0.35,Jazz
34.0,0.677,0.479,189107.0,0.264,0.0,0.0,0.129,-12.84,1.0,0.0749,161.941,0.5539999999999999,Jazz
38.0,0.497,0.6609999999999999,183062.0,0.303,0.795,1.0,0.0673,-14.967,0.0,0.0301,114.037,0.373,Jazz
34.0,0.511,0.497,213199.0,0.489,0.932,2.0,0.132,-10.647,0.0,0.0285,81.962,0.2739999999999999,Jazz
50.0,0.909,0.2189999999999999,251067.0,0.0304,0.938,7.0,0.149,-35.2,0.0,0.0375,130.244,0.114,Jazz
34.0,0.58,0.484,349027.0,0.47,0.0751,10.0,0.3429999999999999,-13.111,0.0,0.0679,107.794,0.188,Jazz
42.0,0.241,0.848,-1.0,0.884,0.0302,5.0,0.0436,-3.5,0.0,0.0997,127.04899999999999,0.963,Jazz
0.0,0.0319,0.618,112000.0,0.737,0.0224,5.0,0.368,-5.773,0.0,0.178,92.288,0.594,Jazz
42.0,0.00552,0.618,475373.0,0.429,0.873,8.0,0.123,-14.613,1.0,0.0679,180.877,0.491,Jazz
36.0,0.106,0.777,494823.0,0.561,0.067,1.0,0.488,-6.513999999999999,1.0,0.0419,94.99600000000001,0.507,Jazz
49.0,0.203,0.561,219073.0,0.505,0.47,2.0,0.326,-13.184,1.0,0.0513,105.185,0.652,Jazz
35.0,0.0641,0.797,220986.0,0.521,0.3989999999999999,0.0,0.12,-8.5,1.0,0.0394,132.118,0.633,Jazz
42.0,0.493,0.608,302173.0,0.369,2.18e-05,8.0,0.0717,-14.769,1.0,0.0353,80.012,0.173,Jazz
46.0,0.647,0.639,-1.0,0.5429999999999999,0.8420000000000001,5.0,0.114,-8.603,1.0,0.0288,87.977,0.439,Jazz
46.0,7e-05,0.273,455920.0,0.971,0.00079,7.0,0.284,-4.495,1.0,0.139,145.088,0.249,Jazz
48.0,0.989,0.58,172293.0,0.0722,0.8590000000000001,8.0,0.0968,-18.184,1.0,0.0441,127.381,0.516,Jazz
38.0,0.173,0.72,-1.0,0.241,0.418,1.0,0.078,-11.265,1.0,0.19,85.029,0.444,Jazz
41.0,0.259,0.7609999999999999,155238.0,0.588,0.907,8.0,0.123,-7.32,1.0,0.0499,103.5,0.375,Jazz
39.0,0.0262,0.39,-1.0,0.913,0.784,11.0,0.0649,-7.174,0.0,0.0778,146.129,0.603,Jazz
43.0,0.377,0.7609999999999999,204560.0,0.6829999999999999,0.000338,5.0,0.0715,-6.1770000000000005,1.0,0.0535,107.75200000000001,0.913,Jazz
32.0,0.263,0.6659999999999999,274787.0,0.591,0.905,10.0,0.126,-9.646,0.0,0.0301,92.969,0.56,Jazz
38.0,0.968,0.638,146733.0,0.203,0.000403,5.0,0.122,-14.071,0.0,0.128,166.84799999999998,0.68,Jazz
40.0,0.629,0.688,151520.0,0.4639999999999999,0.785,5.0,0.0818,-9.108,0.0,0.0557,88.991,0.677,Jazz
42.0,0.0188,0.389,309240.0,0.716,1.64e-05,8.0,0.304,-8.193999999999999,0.0,0.368,72.986,0.7170000000000001,Jazz
30.0,0.445,0.7509999999999999,-1.0,0.505,0.884,10.0,0.21,-10.527,0.0,0.0434,90.12899999999999,0.857,Jazz
45.0,0.212,0.833,-1.0,0.529,0.3879999999999999,2.0,0.0927,-10.095,0.0,0.0623,107.99700000000001,0.292,Jazz
34.0,0.212,0.392,481827.0,0.631,0.0017399999999999,5.0,0.247,-13.587,0.0,0.0764,134.606,0.5589999999999999,Jazz
40.0,0.0302,0.629,356566.0,0.509,0.8540000000000001,10.0,0.682,-8.305,0.0,0.0985,171.283,0.296,Jazz
43.0,0.134,0.5710000000000001,142253.0,0.291,0.667,9.0,0.123,-9.669,0.0,0.0732,80.976,0.374,Jazz
52.0,0.335,0.853,334467.0,0.754,6.21e-06,10.0,0.252,-7.158,0.0,0.259,95.081,0.69,Jazz
38.0,0.193,0.612,394147.0,0.481,0.0001189999999999,3.0,0.108,-7.158,0.0,0.0288,90.03299999999999,0.467,Jazz
48.0,0.0872,0.6729999999999999,220213.0,0.644,0.664,1.0,0.25,-8.158,1.0,0.0275,110.0,0.604,Jazz
43.0,0.927,0.305,324840.0,0.0484,0.8340000000000001,5.0,0.109,-19.119,1.0,0.0319,83.1,0.1119999999999999,Jazz
47.0,0.0653,0.476,411573.0,0.7190000000000001,0.178,5.0,0.701,-9.451,0.0,0.091,149.90200000000002,0.3,Jazz
51.0,0.905,0.596,218200.0,0.254,0.000335,5.0,0.113,-14.06,0.0,0.0321,97.72200000000001,0.512,Jazz
38.0,0.648,0.725,539440.0,0.4629999999999999,0.8109999999999999,0.0,0.107,-11.815,0.0,0.0489,86.626,0.5820000000000001,Jazz
41.0,0.485,0.627,281187.0,0.8440000000000001,0.0,5.0,0.181,-4.428,0.0,0.0483,96.12299999999999,0.918,Jazz
35.0,0.56,0.362,255179.0,0.512,0.677,6.0,0.22,-7.792999999999999,0.0,0.0477,55.058,0.231,Jazz
36.0,0.481,0.718,285533.0,0.5479999999999999,0.857,7.0,0.0892,-11.204,1.0,0.0316,109.96,0.629,Jazz
38.0,0.16,0.481,401966.0,0.6779999999999999,0.00324,7.0,0.191,-9.609,1.0,0.0323,89.22399999999999,0.579,Jazz
39.0,0.5920000000000001,0.679,306493.0,0.406,0.0649,3.0,0.103,-10.492,1.0,0.0254,97.736,0.653,Jazz
43.0,0.8,0.7120000000000001,157560.0,0.2339999999999999,0.0,1.0,0.0815,-10.92,1.0,0.0391,71.111,0.599,Jazz
46.0,0.225,0.629,197440.0,0.7040000000000001,0.0,11.0,0.11,-5.52,1.0,0.2769999999999999,177.92,0.629,Jazz
43.0,0.853,0.632,134760.0,0.3289999999999999,0.000136,8.0,0.299,-14.811,1.0,0.044,110.773,0.564,Jazz
34.0,0.909,0.773,211267.0,0.151,0.8109999999999999,5.0,0.103,-16.309,1.0,0.0764,102.036,0.703,Jazz
45.0,0.0803,0.73,212357.0,0.58,0.6779999999999999,6.0,0.0933,-8.338,0.0,0.0542,109.976,0.609,Jazz
37.0,0.00109,0.223,255600.0,0.8590000000000001,0.0111,6.0,0.268,-5.049,1.0,0.107,176.16,0.177,Jazz
34.0,0.0756,0.758,345600.0,0.487,0.583,6.0,0.0759,-19.861,0.0,0.0831,149.971,0.5820000000000001,Jazz
33.0,0.904,0.63,355573.0,0.142,0.402,6.0,0.113,-17.555,0.0,0.0439,104.145,0.447,Jazz
31.0,0.103,0.698,312067.0,0.487,0.894,4.0,0.0511,-13.372,0.0,0.0355,96.103,0.902,Jazz
37.0,0.94,0.24,293842.0,0.275,0.838,11.0,0.084,-15.566,1.0,0.0375,85.06200000000001,0.0706,Jazz
45.0,0.00414,0.727,371200.0,0.5329999999999999,0.618,10.0,0.614,-8.751,0.0,0.0503,115.98700000000001,0.746,Jazz
43.0,0.9,0.3779999999999999,127267.0,0.321,2.19e-05,7.0,0.309,-10.276,1.0,0.026,76.533,0.1969999999999999,Jazz
45.0,0.599,0.69,328573.0,0.5670000000000001,9.2e-05,7.0,0.1159999999999999,-10.875,0.0,0.311,96.00200000000001,0.609,Jazz
48.0,0.96,0.484,194000.0,0.0474,0.67,7.0,0.104,-16.235,1.0,0.0336,69.416,0.139,Jazz
33.0,0.962,0.753,194036.0,0.211,0.715,11.0,0.096,-13.762,0.0,0.0409,102.867,0.853,Jazz
42.0,0.00999,0.7090000000000001,245507.0,0.902,0.505,4.0,0.181,-5.711,0.0,0.0813,124.04799999999999,0.691,Jazz
39.0,0.3289999999999999,0.569,256627.0,0.7170000000000001,0.0,10.0,0.14,-6.527,0.0,0.402,91.16799999999999,0.665,Jazz
53.0,0.00232,0.764,332853.0,0.521,0.000411,7.0,0.0751,-11.174,1.0,0.0937,174.00900000000001,0.512,Jazz
29.0,0.351,0.6759999999999999,-1.0,0.445,0.21,7.0,0.341,-9.325,0.0,0.0259,87.99700000000001,0.324,Jazz
28.0,0.236,0.8220000000000001,280107.0,0.934,0.835,5.0,0.0669,-5.659,0.0,0.129,109.041,0.7609999999999999,Jazz
35.0,6.77e-06,0.416,242069.0,0.922,0.927,9.0,0.362,-5.121,1.0,0.0549,144.99200000000002,0.176,Jazz
39.0,0.617,0.6859999999999999,-1.0,0.382,0.722,1.0,0.113,-14.384,1.0,0.0295,142.101,0.72,Jazz
36.0,0.49,0.636,303394.0,0.46,1.66e-05,6.0,0.178,-7.29,0.0,0.0442,129.92700000000002,0.221,Jazz
44.0,0.6940000000000001,0.635,179392.0,0.747,0.00228,10.0,0.1,-6.9510000000000005,1.0,0.354,83.305,0.847,Jazz
5.0,0.0461,0.609,176389.0,0.532,0.947,10.0,0.0864,-8.456,0.0,0.0993,90.0,0.743,Jazz
40.0,0.417,0.727,205875.0,0.647,0.11,11.0,0.118,-9.923,0.0,0.296,100.18700000000001,0.562,Jazz
38.0,0.0937,0.674,227225.0,0.947,0.000412,6.0,0.0998,-3.42,1.0,0.0993,150.034,0.7040000000000001,Jazz
49.0,0.0242,0.718,148246.0,0.897,0.59,1.0,0.161,-7.292000000000001,0.0,0.0346,90.97399999999999,0.8759999999999999,Jazz
39.0,0.872,0.121,499960.0,0.27,0.746,5.0,0.176,-13.276,0.0,0.0421,71.806,0.035,Jazz
39.0,0.314,0.843,231999.0,0.762,0.0162,10.0,0.0625,-4.212,1.0,0.113,120.07700000000001,0.83,Jazz
28.0,0.138,0.637,290053.0,0.485,0.6890000000000001,1.0,0.115,-10.328,0.0,0.0309,144.045,0.609,Jazz
34.0,0.984,0.698,153840.0,0.437,0.908,8.0,0.107,-7.818,1.0,0.042,144.88299999999998,0.963,Jazz
36.0,0.306,0.732,254627.0,0.7809999999999999,0.762,9.0,0.0583,-6.087999999999999,0.0,0.0281,117.98200000000001,0.926,Jazz
53.0,0.0298,0.7340000000000001,204413.0,0.887,0.0419,1.0,0.18,-4.634,1.0,0.0286,118.954,0.961,Jazz
46.0,0.0785,0.6659999999999999,227347.0,0.836,0.5379999999999999,0.0,0.348,-6.561,1.0,0.0817,112.589,0.46,Jazz
41.0,0.1369999999999999,0.609,264087.0,0.484,0.00902,9.0,0.148,-8.044,0.0,0.2,174.929,0.478,Jazz
